Applicant_Income,Loan_Amount,Credit_Score,Previous_Defaults,Interest_Rate,Loan_Purpose,Number_of_Dependents,Residence_Status,Home_Ownership,Employment_Type,Default
99714,33901,466,4,10.1,Education,4,Rented,Own,Retired,0
70428,37001,506,0,2.88,Education,4,Owned,Mortgage,Retired,0
107731,20623,581,2,13.24,Education,2,Owned,Own,Salaried,0
145646,7378,364,2,7.31,Home Improvement,2,Mortgaged,Mortgage,Retired,1
20302,26372,815,3,14.69,Medical,4,Owned,Mortgage,Retired,0
102558,49799,456,2,4.01,Home Improvement,2,Mortgaged,Rent,Unemployed,1
20055,43437,605,1,14.31,Home Improvement,2,Rented,Mortgage,Retired,0
131317,40503,694,4,10.43,Home Improvement,2,Rented,Rent,Self-Employed,1
28717,35746,373,3,3.15,Home Improvement,4,Owned,Rent,Retired,0
147449,32923,486,4,14.65,Education,4,Rented,Own,Retired,0
48699,14867,636,0,2.67,Business,1,Owned,Rent,Unemployed,0
93686,46258,539,2,11.63,Home Improvement,4,Mortgaged,Mortgage,Self-Employed,0
87661,38724,832,0,13.62,Home Improvement,1,Owned,Mortgage,Salaried,0
64247,14306,440,3,4.7,Business,4,Owned,Mortgage,Self-Employed,0
134049,44391,564,1,6.79,Home Improvement,3,Rented,Mortgage,Retired,0
36748,19908,438,2,9.52,Business,1,Rented,Mortgage,Self-Employed,0
125113,32081,758,0,11.0,Education,2,Rented,Own,Salaried,0
24621,42228,369,2,13.4,Medical,3,Owned,Own,Self-Employed,1
35034,28386,684,4,12.01,Home Improvement,4,Rented,Rent,Self-Employed,0
131927,33302,497,1,7.04,Medical,4,Mortgaged,Mortgage,Retired,0
147858,24212,504,2,12.77,Home Improvement,3,Owned,Mortgage,Unemployed,1
25126,40618,730,1,14.58,Personal,0,Owned,Rent,Retired,0
25122,15698,624,4,5.34,Personal,2,Owned,Own,Retired,0
38030,9594,741,4,3.43,Education,1,Mortgaged,Rent,Self-Employed,0
102838,30525,587,0,7.83,Medical,3,Mortgaged,Mortgage,Salaried,0
104717,19282,525,3,13.52,Medical,1,Rented,Own,Unemployed,0
75658,19334,363,0,4.38,Business,4,Rented,Rent,Retired,0
58638,34179,797,1,13.57,Business,0,Owned,Rent,Self-Employed,0
87067,11644,359,0,14.9,Home Improvement,0,Rented,Mortgage,Retired,0
126476,40618,696,2,3.18,Business,1,Mortgaged,Mortgage,Salaried,1
138033,37933,556,0,8.69,Business,4,Rented,Own,Retired,1
125977,48469,538,3,6.61,Medical,0,Rented,Mortgage,Unemployed,1
108869,38687,337,3,7.42,Personal,2,Owned,Rent,Unemployed,0
125186,46073,324,1,8.15,Medical,4,Mortgaged,Mortgage,Self-Employed,0
54674,22375,709,4,11.75,Business,3,Mortgaged,Rent,Retired,1
55854,35926,760,3,9.89,Home Improvement,3,Mortgaged,Mortgage,Unemployed,1
66271,41607,716,1,14.52,Personal,3,Rented,Own,Retired,0
93688,22642,656,3,6.66,Business,2,Mortgaged,Own,Unemployed,1
58518,28993,682,3,9.27,Business,4,Rented,Own,Salaried,0
131076,49386,457,4,12.67,Home Improvement,1,Owned,Mortgage,Salaried,0
30267,26188,732,2,7.16,Home Improvement,1,Mortgaged,Own,Unemployed,0
110825,37596,347,1,8.32,Business,4,Owned,Rent,Unemployed,0
21062,32772,627,3,11.06,Business,2,Rented,Mortgage,Retired,0
136664,35857,732,3,13.26,Medical,4,Mortgaged,Own,Retired,0
70448,15776,730,0,7.7,Education,1,Rented,Mortgage,Unemployed,0
115462,37835,355,2,9.15,Home Improvement,4,Mortgaged,Mortgage,Unemployed,0
26229,14788,567,4,14.69,Home Improvement,3,Rented,Rent,Retired,0
76793,10660,368,1,3.03,Medical,4,Rented,Mortgage,Unemployed,1
134813,9478,748,3,8.1,Personal,0,Rented,Mortgage,Salaried,0
67915,13210,556,1,10.45,Personal,4,Owned,Mortgage,Retired,0
24632,15922,789,4,2.61,Personal,1,Mortgaged,Rent,Salaried,0
124592,41289,348,2,9.96,Home Improvement,1,Rented,Own,Retired,0
23596,38340,615,0,3.2,Education,1,Mortgaged,Own,Unemployed,0
129779,44850,712,2,13.22,Education,3,Rented,Mortgage,Self-Employed,0
26168,43163,733,0,12.59,Medical,1,Mortgaged,Own,Retired,0
128099,23642,301,1,2.9,Personal,0,Rented,Mortgage,Retired,0
27561,16094,444,2,3.11,Personal,4,Rented,Own,Self-Employed,1
93794,27423,665,2,11.92,Business,2,Owned,Own,Self-Employed,0
102152,38418,719,2,7.12,Medical,1,Mortgaged,Rent,Salaried,0
145036,10741,743,4,9.69,Medical,4,Owned,Rent,Unemployed,1
144049,11838,733,1,5.88,Home Improvement,3,Rented,Rent,Self-Employed,0
46734,8262,356,0,4.66,Home Improvement,4,Owned,Own,Retired,1
26371,9996,477,2,6.2,Medical,1,Owned,Own,Self-Employed,0
138894,49594,592,1,5.58,Education,1,Owned,Own,Self-Employed,1
46069,27164,345,4,8.1,Medical,1,Owned,Own,Unemployed,0
99905,40595,469,4,11.83,Education,0,Mortgaged,Rent,Unemployed,1
32910,35257,570,1,9.43,Home Improvement,4,Owned,Rent,Salaried,0
93479,19211,716,0,10.11,Medical,2,Rented,Own,Unemployed,0
97735,35453,438,1,8.38,Education,0,Rented,Own,Salaried,0
101264,10232,546,1,6.56,Business,2,Owned,Rent,Self-Employed,0
43275,7217,447,3,4.29,Business,1,Owned,Own,Salaried,1
92274,29229,529,4,6.93,Medical,2,Owned,Mortgage,Salaried,0
101449,19232,673,0,10.81,Personal,2,Rented,Rent,Unemployed,0
120776,30613,379,3,11.67,Medical,0,Owned,Rent,Self-Employed,0
80004,19026,364,1,8.36,Home Improvement,0,Mortgaged,Own,Salaried,0
82981,33554,387,4,10.56,Home Improvement,4,Owned,Mortgage,Self-Employed,0
104659,35908,387,3,5.13,Business,2,Mortgaged,Own,Retired,0
74553,24610,503,3,13.25,Education,0,Owned,Mortgage,Retired,1
68447,44605,681,0,13.32,Business,4,Rented,Own,Retired,0
54529,12031,775,1,6.5,Education,2,Rented,Rent,Self-Employed,1
146394,30515,838,0,9.35,Medical,2,Owned,Rent,Retired,0
95703,41484,513,3,10.08,Personal,1,Mortgaged,Mortgage,Unemployed,0
96090,41182,373,3,8.41,Home Improvement,0,Rented,Mortgage,Self-Employed,0
37260,5570,360,0,13.89,Medical,3,Rented,Own,Retired,0
132581,37254,842,3,11.75,Business,0,Rented,Rent,Retired,0
23812,24288,518,2,10.91,Medical,1,Owned,Own,Salaried,0
48024,18288,311,4,9.0,Personal,4,Owned,Own,Self-Employed,1
78656,34877,714,1,3.56,Education,0,Owned,Rent,Retired,1
136148,23889,331,4,3.85,Personal,2,Mortgaged,Mortgage,Self-Employed,0
47285,5917,459,1,6.24,Business,3,Owned,Rent,Self-Employed,0
112436,15066,536,3,5.14,Personal,4,Mortgaged,Rent,Unemployed,1
136421,34504,480,0,14.41,Home Improvement,0,Owned,Mortgage,Retired,0
21605,11982,640,0,7.62,Personal,4,Mortgaged,Rent,Unemployed,1
91158,44104,757,3,13.46,Medical,2,Mortgaged,Mortgage,Retired,0
92303,23062,379,1,12.73,Education,3,Owned,Rent,Self-Employed,1
47139,21999,772,3,12.66,Home Improvement,2,Mortgaged,Mortgage,Self-Employed,0
97149,14941,411,1,5.2,Home Improvement,3,Rented,Mortgage,Self-Employed,0
76138,28470,591,3,8.09,Home Improvement,4,Rented,Own,Self-Employed,0
138205,26133,682,3,6.47,Business,0,Owned,Rent,Retired,0
96125,49435,316,3,14.63,Business,3,Rented,Own,Salaried,0
33918,9529,792,0,13.46,Medical,2,Owned,Rent,Self-Employed,0
105655,22519,630,1,5.62,Education,3,Mortgaged,Own,Retired,1
47446,17192,785,3,6.42,Personal,4,Rented,Own,Self-Employed,1
144040,13566,705,4,9.11,Medical,4,Mortgaged,Own,Salaried,1
33046,12226,416,4,5.98,Business,4,Owned,Own,Retired,0
149922,42930,414,0,12.81,Medical,0,Owned,Own,Self-Employed,0
44818,26259,848,2,12.74,Education,4,Mortgaged,Rent,Unemployed,0
120894,39087,846,0,11.55,Medical,0,Owned,Own,Salaried,1
135751,6141,635,2,11.12,Home Improvement,1,Rented,Own,Unemployed,0
24324,9627,635,0,9.34,Personal,3,Owned,Rent,Unemployed,0
96323,7690,446,4,6.84,Business,2,Rented,Mortgage,Self-Employed,1
29111,45091,421,3,12.96,Business,0,Owned,Rent,Unemployed,0
58110,8255,380,1,13.24,Education,0,Rented,Mortgage,Retired,0
36389,10213,674,3,3.12,Education,2,Owned,Rent,Salaried,0
142177,41876,362,4,7.48,Education,3,Owned,Own,Retired,1
61427,24404,803,1,2.83,Business,4,Mortgaged,Mortgage,Unemployed,1
99579,30380,748,2,12.99,Home Improvement,3,Mortgaged,Own,Retired,0
48746,30520,727,2,4.71,Personal,0,Rented,Mortgage,Salaried,0
142883,24173,726,4,10.92,Education,4,Mortgaged,Own,Unemployed,1
107886,28989,720,1,6.97,Business,1,Mortgaged,Mortgage,Salaried,0
127141,47570,621,3,12.7,Home Improvement,2,Rented,Own,Self-Employed,0
20117,29519,465,4,8.87,Education,3,Mortgaged,Mortgage,Self-Employed,0
145808,27439,760,2,6.56,Education,4,Rented,Mortgage,Retired,0
132221,16413,758,4,6.55,Personal,2,Rented,Own,Retired,1
104471,19995,488,3,6.59,Personal,3,Rented,Rent,Unemployed,0
132613,28559,763,0,12.36,Medical,0,Rented,Rent,Unemployed,0
33234,28513,678,0,11.39,Education,0,Owned,Own,Self-Employed,1
149597,10021,301,3,6.49,Medical,0,Owned,Own,Self-Employed,0
123864,37464,663,1,8.63,Business,1,Rented,Rent,Salaried,1
73441,26119,371,4,3.45,Personal,0,Mortgaged,Mortgage,Self-Employed,1
20846,34299,726,3,12.84,Home Improvement,0,Rented,Own,Self-Employed,0
30954,44350,469,0,5.82,Education,0,Rented,Own,Salaried,0
99239,30517,504,2,13.62,Education,4,Mortgaged,Own,Self-Employed,0
133689,18117,636,3,9.96,Medical,2,Rented,Own,Retired,0
66514,27250,771,3,9.6,Personal,1,Owned,Rent,Salaried,0
108236,23950,494,3,4.53,Medical,3,Rented,Rent,Self-Employed,0
117579,22359,574,0,3.37,Education,1,Owned,Own,Salaried,0
148644,28596,306,0,9.41,Personal,2,Mortgaged,Rent,Self-Employed,0
26469,30530,477,3,8.35,Education,0,Mortgaged,Rent,Self-Employed,0
50105,6262,541,3,4.0,Personal,0,Mortgaged,Rent,Unemployed,0
62101,45150,502,1,12.94,Education,3,Owned,Mortgage,Salaried,1
84323,27615,842,2,7.72,Home Improvement,1,Rented,Own,Retired,1
111922,8327,761,4,5.76,Medical,1,Mortgaged,Own,Self-Employed,1
78067,34768,379,4,12.35,Personal,3,Mortgaged,Own,Retired,0
69376,33850,822,4,13.91,Medical,1,Mortgaged,Own,Unemployed,0
65587,47788,716,0,6.32,Personal,1,Rented,Rent,Retired,0
56976,21848,683,0,12.2,Personal,1,Rented,Rent,Unemployed,0
124587,44542,690,1,10.66,Personal,3,Owned,Mortgage,Salaried,1
147534,20160,425,0,14.87,Education,3,Owned,Own,Unemployed,0
87584,38998,793,3,5.05,Business,2,Rented,Mortgage,Self-Employed,0
124537,32230,346,2,14.51,Education,1,Rented,Mortgage,Unemployed,0
98477,14076,775,2,6.44,Business,2,Mortgaged,Mortgage,Salaried,0
130911,8805,763,2,7.65,Education,4,Mortgaged,Mortgage,Salaried,1
62533,36085,422,2,6.99,Business,4,Owned,Rent,Self-Employed,0
21828,19715,773,4,5.86,Personal,1,Mortgaged,Mortgage,Self-Employed,0
21917,10750,433,4,11.17,Personal,0,Rented,Rent,Retired,0
40618,18232,322,3,9.86,Business,4,Rented,Rent,Self-Employed,1
52254,40903,534,1,6.32,Business,0,Owned,Mortgage,Unemployed,1
125292,11953,358,0,4.15,Medical,2,Rented,Own,Self-Employed,0
136714,37093,463,0,6.47,Personal,1,Owned,Rent,Retired,0
67362,30500,515,4,7.27,Education,2,Mortgaged,Own,Self-Employed,0
40128,27418,482,2,7.26,Medical,2,Owned,Rent,Retired,1
143781,39314,389,3,6.97,Business,3,Rented,Rent,Self-Employed,0
131281,27449,610,1,3.11,Education,1,Mortgaged,Mortgage,Salaried,1
79383,22478,556,4,8.3,Home Improvement,3,Rented,Mortgage,Self-Employed,0
85545,40179,832,3,12.95,Home Improvement,2,Rented,Own,Unemployed,0
102180,30338,832,3,4.75,Home Improvement,0,Mortgaged,Rent,Salaried,0
107958,31899,351,4,4.32,Education,1,Rented,Own,Self-Employed,0
29865,9145,637,3,8.4,Business,1,Rented,Mortgage,Self-Employed,1
22219,37101,470,2,7.13,Education,4,Mortgaged,Mortgage,Salaried,0
59809,7775,366,3,9.52,Medical,0,Rented,Own,Salaried,1
136748,36647,599,1,14.34,Medical,0,Owned,Own,Salaried,1
25287,24539,531,3,12.01,Home Improvement,2,Rented,Rent,Unemployed,0
146593,41738,367,0,11.09,Business,2,Rented,Own,Self-Employed,0
54387,31616,805,3,7.7,Medical,2,Mortgaged,Own,Retired,0
28512,19119,327,4,6.09,Personal,4,Owned,Mortgage,Self-Employed,1
21342,30159,350,0,9.25,Personal,0,Rented,Mortgage,Self-Employed,1
83076,42099,559,4,13.57,Home Improvement,3,Mortgaged,Own,Salaried,0
128872,15295,483,1,13.46,Home Improvement,0,Rented,Mortgage,Retired,0
39216,39710,322,2,8.07,Home Improvement,3,Rented,Mortgage,Self-Employed,0
137512,29685,428,1,5.58,Medical,1,Rented,Mortgage,Self-Employed,1
136682,30479,590,0,5.32,Business,3,Owned,Mortgage,Salaried,1
113070,38629,800,2,2.92,Home Improvement,1,Mortgaged,Rent,Self-Employed,0
99767,47043,485,3,13.03,Education,2,Owned,Rent,Unemployed,1
117829,22033,778,0,5.81,Home Improvement,0,Rented,Own,Self-Employed,1
46614,41902,791,2,6.99,Medical,2,Owned,Rent,Unemployed,0
56258,49571,812,4,12.62,Business,0,Rented,Own,Salaried,0
113789,20408,366,2,4.0,Home Improvement,3,Owned,Rent,Self-Employed,1
62078,22420,766,4,8.27,Personal,0,Mortgaged,Rent,Unemployed,1
126288,21351,584,4,4.03,Home Improvement,3,Owned,Own,Self-Employed,0
103524,9131,716,2,8.02,Home Improvement,0,Mortgaged,Own,Salaried,0
116573,49825,399,1,3.09,Business,1,Rented,Own,Salaried,0
32219,16349,488,1,8.97,Education,3,Mortgaged,Mortgage,Self-Employed,0
20235,49254,687,4,12.45,Home Improvement,2,Rented,Mortgage,Salaried,1
62929,43225,540,0,10.95,Home Improvement,2,Owned,Mortgage,Unemployed,0
147309,43847,716,2,8.86,Medical,2,Owned,Own,Salaried,1
87444,17453,475,0,12.86,Business,2,Mortgaged,Mortgage,Salaried,0
28567,23814,686,1,5.35,Medical,1,Owned,Rent,Unemployed,0
121834,23263,770,0,12.88,Home Improvement,1,Owned,Rent,Self-Employed,0
90792,17158,532,3,5.95,Home Improvement,4,Rented,Rent,Salaried,0
85441,20735,751,3,7.03,Personal,4,Owned,Rent,Self-Employed,1
104555,20830,576,1,4.11,Medical,4,Rented,Mortgage,Unemployed,0
93698,49673,528,0,3.77,Business,4,Mortgaged,Mortgage,Self-Employed,1
144450,28926,470,2,14.15,Home Improvement,0,Owned,Rent,Salaried,0
137248,39779,512,1,4.87,Personal,3,Mortgaged,Own,Salaried,0
25415,8373,581,3,6.67,Personal,2,Owned,Rent,Salaried,0
56159,15335,340,1,9.11,Education,0,Mortgaged,Rent,Unemployed,0
63925,28741,421,0,6.85,Business,1,Mortgaged,Own,Salaried,1
146523,15692,526,0,13.38,Personal,2,Rented,Own,Self-Employed,1
25951,39057,593,0,13.76,Business,3,Owned,Mortgage,Retired,0
107388,6447,566,4,6.57,Home Improvement,3,Mortgaged,Own,Retired,1
28007,24583,840,0,3.65,Education,1,Rented,Own,Salaried,0
146730,27765,750,3,5.13,Business,2,Mortgaged,Mortgage,Unemployed,0
61832,28906,748,3,8.43,Education,4,Mortgaged,Mortgage,Self-Employed,1
78596,24567,360,4,6.11,Business,2,Mortgaged,Rent,Self-Employed,0
141101,19139,801,3,8.17,Business,2,Owned,Rent,Unemployed,0
50523,43230,446,3,11.98,Medical,3,Owned,Own,Self-Employed,0
108861,24520,633,1,7.76,Education,1,Mortgaged,Mortgage,Salaried,0
144194,24702,441,0,4.96,Business,2,Mortgaged,Own,Self-Employed,0
106740,30566,343,1,6.97,Medical,0,Mortgaged,Own,Retired,0
35524,12657,443,1,11.79,Medical,0,Owned,Rent,Unemployed,0
149028,42688,632,3,7.8,Education,1,Mortgaged,Own,Self-Employed,0
39282,35134,796,2,5.62,Home Improvement,4,Mortgaged,Own,Self-Employed,0
43930,15345,695,0,7.84,Education,2,Mortgaged,Rent,Unemployed,0
20077,46185,354,2,8.19,Business,2,Mortgaged,Rent,Self-Employed,0
125881,32413,606,3,6.2,Home Improvement,3,Owned,Mortgage,Unemployed,0
145501,10208,722,4,14.95,Education,2,Rented,Rent,Salaried,1
40611,38455,716,1,12.1,Education,4,Rented,Mortgage,Unemployed,1
36984,33018,624,3,11.16,Education,2,Mortgaged,Mortgage,Self-Employed,1
34060,13080,379,3,13.19,Education,2,Rented,Rent,Self-Employed,0
102985,26902,330,2,10.83,Home Improvement,3,Rented,Rent,Salaried,1
104056,14486,411,4,12.39,Business,0,Owned,Rent,Self-Employed,1
145329,43862,771,1,7.66,Medical,0,Mortgaged,Own,Retired,0
63303,26158,373,4,8.75,Education,4,Owned,Rent,Retired,0
79207,45460,778,4,3.09,Medical,1,Rented,Mortgage,Self-Employed,0
95046,48856,686,4,6.01,Medical,1,Rented,Mortgage,Self-Employed,0
49287,40871,732,0,7.1,Medical,3,Mortgaged,Mortgage,Self-Employed,0
113709,40208,711,4,10.32,Education,2,Mortgaged,Rent,Unemployed,1
59711,25519,766,3,8.3,Education,3,Owned,Mortgage,Self-Employed,1
31954,36379,547,0,10.1,Education,0,Mortgaged,Mortgage,Unemployed,0
93340,33378,419,0,11.42,Education,4,Rented,Own,Self-Employed,0
92101,44892,366,4,3.03,Personal,1,Owned,Rent,Self-Employed,1
91520,19031,626,3,5.73,Business,2,Owned,Rent,Self-Employed,0
107062,19536,769,1,4.64,Personal,1,Mortgaged,Mortgage,Salaried,1
122974,5446,792,4,4.84,Home Improvement,0,Mortgaged,Own,Unemployed,0
38574,41683,585,0,8.79,Personal,2,Rented,Mortgage,Salaried,0
29184,22618,611,1,11.75,Personal,0,Owned,Own,Self-Employed,1
39096,11587,608,1,5.91,Personal,1,Owned,Mortgage,Salaried,0
87728,36480,396,0,12.81,Business,1,Owned,Mortgage,Salaried,0
54016,37994,412,1,13.66,Medical,0,Owned,Rent,Retired,0
31246,25527,755,3,6.88,Home Improvement,2,Rented,Own,Salaried,0
65558,28569,762,3,11.02,Home Improvement,0,Rented,Own,Unemployed,0
138721,16151,431,4,3.96,Business,2,Rented,Own,Self-Employed,0
38381,10558,420,4,11.8,Personal,3,Mortgaged,Rent,Self-Employed,1
147796,49739,496,1,4.56,Medical,3,Rented,Rent,Retired,0
56455,37954,781,0,11.09,Education,2,Rented,Mortgage,Retired,0
112263,48837,338,3,7.77,Business,0,Rented,Own,Unemployed,0
24018,40303,811,2,14.11,Medical,2,Rented,Own,Unemployed,0
31302,39700,773,4,8.31,Business,1,Mortgaged,Mortgage,Self-Employed,0
87506,32500,460,3,2.89,Business,0,Owned,Mortgage,Self-Employed,0
61157,7032,588,1,8.51,Education,2,Owned,Mortgage,Salaried,0
74917,6252,499,3,12.44,Medical,1,Mortgaged,Mortgage,Unemployed,1
112738,10509,827,3,10.59,Personal,4,Rented,Own,Retired,0
116646,42842,802,1,14.58,Medical,1,Owned,Mortgage,Self-Employed,1
103122,18900,547,4,13.04,Medical,2,Owned,Own,Self-Employed,1
44519,19523,682,4,9.08,Personal,0,Owned,Own,Salaried,0
116809,6881,517,2,5.08,Education,0,Owned,Own,Retired,0
107487,38037,386,2,2.55,Medical,3,Rented,Mortgage,Self-Employed,1
76819,6630,381,4,14.76,Personal,2,Owned,Mortgage,Unemployed,1
100910,25789,361,4,14.23,Business,1,Mortgaged,Mortgage,Unemployed,0
140430,27523,799,4,5.93,Business,1,Mortgaged,Mortgage,Unemployed,0
91324,22958,341,4,10.48,Personal,2,Owned,Rent,Salaried,0
25408,48852,311,3,11.62,Business,1,Rented,Mortgage,Salaried,1
79379,6695,414,2,9.73,Medical,4,Owned,Rent,Unemployed,0
45053,19821,517,1,13.04,Personal,3,Owned,Mortgage,Retired,1
29446,8262,405,0,3.47,Medical,0,Owned,Rent,Self-Employed,1
20922,6445,827,1,13.71,Home Improvement,1,Mortgaged,Mortgage,Self-Employed,0
118723,21436,771,0,7.4,Education,4,Mortgaged,Mortgage,Self-Employed,0
71356,14949,686,3,8.51,Education,2,Rented,Own,Unemployed,0
30789,28963,525,2,8.06,Education,1,Owned,Rent,Unemployed,0
117720,34932,780,0,9.14,Personal,2,Owned,Mortgage,Unemployed,0
86656,11901,707,4,9.98,Home Improvement,4,Owned,Rent,Salaried,0
64028,38487,756,3,11.38,Education,4,Owned,Own,Salaried,0
84484,13597,320,0,9.06,Medical,0,Mortgaged,Rent,Unemployed,0
52154,11855,502,4,11.06,Education,2,Rented,Mortgage,Unemployed,1
102870,23678,716,3,6.73,Home Improvement,3,Mortgaged,Own,Retired,0
22336,13263,715,0,14.21,Medical,0,Owned,Mortgage,Self-Employed,0
123677,30805,747,4,3.31,Medical,2,Mortgaged,Own,Salaried,0
87779,31143,811,2,9.32,Personal,2,Rented,Own,Self-Employed,0
39029,16874,384,3,3.59,Personal,4,Owned,Rent,Unemployed,1
79201,32529,466,0,8.03,Business,4,Owned,Mortgage,Unemployed,0
52265,25866,683,4,5.72,Home Improvement,2,Mortgaged,Mortgage,Retired,0
122916,19079,767,2,14.21,Medical,4,Mortgaged,Own,Retired,1
132250,12243,371,4,2.66,Home Improvement,2,Mortgaged,Mortgage,Salaried,0
136553,34872,820,2,7.39,Education,2,Rented,Own,Salaried,1
63872,14018,772,0,12.28,Education,0,Rented,Rent,Self-Employed,0
66197,17100,557,4,4.86,Business,0,Rented,Own,Self-Employed,0
145733,24800,574,4,12.69,Medical,3,Owned,Mortgage,Salaried,0
75180,31910,319,1,13.25,Medical,0,Owned,Own,Unemployed,1
43710,34437,789,3,11.35,Business,1,Mortgaged,Mortgage,Salaried,0
49486,42588,789,4,5.11,Education,1,Owned,Rent,Self-Employed,0
91907,16001,625,2,5.9,Medical,4,Rented,Rent,Salaried,1
148876,24942,828,3,4.59,Home Improvement,1,Owned,Own,Self-Employed,0
91895,25862,388,0,4.8,Medical,0,Mortgaged,Rent,Self-Employed,0
84435,16669,785,3,2.96,Education,3,Mortgaged,Rent,Self-Employed,0
60631,20916,649,1,13.22,Medical,2,Mortgaged,Own,Retired,1
149038,15878,383,0,9.11,Medical,3,Mortgaged,Mortgage,Unemployed,0
121532,7985,686,4,6.6,Personal,0,Owned,Own,Self-Employed,0
40103,37369,386,0,6.12,Medical,0,Mortgaged,Own,Unemployed,0
84772,13112,606,0,9.31,Business,0,Owned,Mortgage,Unemployed,0
146108,46235,453,1,6.58,Business,4,Mortgaged,Rent,Salaried,0
34382,23931,739,2,13.3,Home Improvement,1,Mortgaged,Own,Retired,0
104291,32340,563,0,5.14,Medical,0,Owned,Own,Retired,0
121195,5336,720,2,13.53,Home Improvement,2,Rented,Mortgage,Unemployed,0
23756,47933,792,3,10.8,Education,1,Rented,Own,Unemployed,1
40609,24363,710,1,14.46,Education,1,Rented,Mortgage,Salaried,1
134074,8968,472,4,2.69,Personal,4,Rented,Own,Salaried,0
36478,38678,303,0,3.24,Personal,3,Mortgaged,Own,Self-Employed,0
120978,21279,771,2,8.76,Medical,1,Owned,Mortgage,Retired,0
59666,8129,409,0,13.9,Medical,1,Rented,Mortgage,Retired,0
95683,43215,336,1,11.63,Home Improvement,0,Mortgaged,Own,Unemployed,0
119097,43897,330,4,10.28,Home Improvement,2,Owned,Mortgage,Self-Employed,0
144714,10850,680,3,2.9,Medical,0,Mortgaged,Own,Unemployed,0
120420,25588,567,3,6.93,Medical,2,Rented,Mortgage,Unemployed,1
91315,45214,310,2,6.82,Personal,1,Owned,Rent,Self-Employed,0
97834,16949,643,3,9.28,Personal,2,Owned,Rent,Retired,0
146205,13519,843,2,5.72,Personal,0,Mortgaged,Rent,Unemployed,0
34153,31375,465,4,5.84,Medical,0,Mortgaged,Rent,Unemployed,0
129415,38082,641,0,10.26,Home Improvement,3,Owned,Own,Salaried,1
96325,16737,781,1,14.31,Business,4,Rented,Own,Retired,0
129701,6134,318,4,10.75,Business,3,Rented,Rent,Unemployed,1
32999,15938,483,4,10.85,Home Improvement,1,Owned,Rent,Self-Employed,1
75318,29486,844,3,14.83,Home Improvement,2,Owned,Rent,Unemployed,0
20814,31096,309,3,4.42,Home Improvement,0,Rented,Mortgage,Salaried,0
135033,46115,491,1,2.92,Personal,0,Rented,Own,Retired,1
96077,10592,619,0,11.82,Education,0,Mortgaged,Rent,Retired,1
110474,23108,774,4,7.98,Medical,0,Mortgaged,Rent,Salaried,1
22443,22270,726,3,7.86,Personal,1,Rented,Own,Salaried,1
95993,32649,358,4,5.32,Business,4,Owned,Rent,Self-Employed,0
95916,15997,735,0,8.84,Medical,3,Owned,Rent,Salaried,0
93319,38489,396,2,8.03,Home Improvement,3,Mortgaged,Own,Unemployed,0
145885,14104,795,0,6.82,Business,0,Owned,Own,Retired,0
129777,5870,577,4,8.03,Home Improvement,0,Owned,Mortgage,Retired,1
37368,33684,564,4,7.3,Home Improvement,2,Owned,Own,Unemployed,0
35328,44519,308,1,14.25,Home Improvement,0,Owned,Rent,Unemployed,0
